,Open,High,Low,Close,Adj Close,Volume
2019-09-19,85.84,86.38,84.3,84.6,84.6,654600
2019-09-20,84.9,87.19,84.77,86.5,86.5,1275400
2019-09-21,85.5,87.16,84.68,85.91,85.91,1033900
2019-09-22,86.09,87.13,84.59,85.33,85.33,792400
2019-09-23,86.69,87.1,84.5,84.74,84.74,550900
2019-09-24,85.18,85.51,83.02,83.48,83.48,627500
2019-09-25,83.04,84.52,81.8,83.69,83.69,338700
2019-09-26,83.63,84.61,79.97,80.06,80.06,732700
2019-09-27,80.13,82.1,79.5,81.1,81.1,603400
2019-09-28,80.45,81.97,79.01,80.87,80.87,677133
2019-09-29,80.78,81.85,78.51,80.65,80.65,750866
2019-09-30,81.1,81.72,78.02,80.42,80.42,824600
2019-10-01,80.07,80.42,74.3,74.51,74.51,907600
2019-10-02,74.15,78.09,73.32,75.76,75.76,1020300
2019-10-03,75.58,76.99,74.26,76.7,76.7,514800
2019-10-04,76.54,78.71,75.01,77.02,77.02,517500
2019-10-05,76.69,78.62,75.41,77.01,77.01,498333
2019-10-06,76.83,78.53,75.82,76.99,76.99,479166
2019-10-07,76.98,78.44,76.22,76.98,76.98,460000
2019-10-08,76.41,77.31,74.19,75.49,75.49,622300
2019-10-09,76.52,77.55,75.87,77.0,77.0,444100
2019-10-10,76.74,78.54,76.73,77.64,77.64,304400
2019-10-11,78.8,79.57,77.51,78.97,78.97,407800
2019-10-12,78.71,79.88,77.76,79.03,79.03,382633
2019-10-13,78.62,80.19,78.02,79.08,79.08,357466
2019-10-14,78.53,80.5,78.27,79.14,79.14,332300
2019-10-15,79.53,81.43,79.49,80.85,80.85,537500
2019-10-16,80.96,82.66,80.39,81.67,81.67,793200
2019-10-17,81.99,83.0,80.94,81.88,81.88,495100
2019-10-18,81.91,85.11,81.34,84.78,84.78,853900
2019-10-19,82.94,85.71,82.45,85.44,85.44,782300
2019-10-20,83.97,86.31,83.56,86.1,86.1,710700
2019-10-21,85.0,86.91,84.67,86.76,86.76,639100
2019-10-22,87.38,90.55,87.38,89.16,89.16,871000
2019-10-23,88.81,91.59,88.81,89.76,89.76,677600
2019-10-24,90.1,90.1,88.06,88.9,88.9,457900
2019-10-25,88.03,89.93,88.03,89.25,89.25,310600
2019-10-26,88.42,90.21,88.42,89.55,89.55,373000
2019-10-27,88.8,90.49,88.8,89.84,89.84,435400
2019-10-28,89.19,90.77,89.19,90.14,90.14,497800
2019-10-29,89.5,90.3,87.79,88.2,88.2,758100
2019-10-30,88.01,89.58,87.02,87.27,87.27,709600
2019-10-31,85.39,87.31,83.06,86.74,86.74,1074600
2019-11-01,87.04,92.35,86.5,91.01,91.01,750500
2019-11-02,88.07,92.32,87.71,91.25,91.25,678266
2019-11-03,89.11,92.28,88.93,91.5,91.5,606033
2019-11-04,90.14,92.25,90.14,91.74,91.74,533800
2019-11-05,91.98,92.87,90.89,92.05,92.05,406900
2019-11-06,92.29,92.29,90.08,90.53,90.53,440400
2019-11-07,91.14,92.44,90.57,91.54,91.54,526400
2019-11-08,91.5,93.98,90.85,93.03,93.03,536600
2019-11-09,92.03,93.83,91.09,92.84,92.84,450400
2019-11-10,92.57,93.68,91.33,92.64,92.64,364200
2019-11-11,93.1,93.53,91.57,92.45,92.45,278000
2019-11-12,92.2,93.09,90.55,90.85,90.85,426500
2019-11-13,90.55,91.95,89.75,90.58,90.58,640700
2019-11-14,90.73,90.83,88.93,90.46,90.46,646500
2019-11-15,90.57,92.39,90.27,92.05,92.05,358400
2019-11-16,91.05,92.6,90.34,92.28,92.28,482000
2019-11-17,91.52,92.81,90.4,92.5,92.5,605600
2019-11-18,92.0,93.02,90.47,92.73,92.73,729200
2019-11-19,93.92,99.92,93.89,97.93,97.93,1244900
2019-11-20,97.98,109.71,97.98,108.21,108.21,2249800
2019-11-21,107.0,111.32,104.54,111.2,111.2,1728700
2019-11-22,111.0,112.43,105.69,106.91,106.91,1471800
2019-11-23,112.67,113.79,107.37,108.75,108.75,1552966
2019-11-24,114.34,115.14,109.06,110.58,110.58,1634133
2019-11-25,116.01,116.5,110.74,112.42,112.42,1715300
2019-11-26,112.71,119.19,112.71,119.06,119.06,1224600
2019-11-27,119.0,120.0,116.2,117.56,117.56,591800
2019-11-28,118.15,119.75,116.33,117.35,117.35,462100
2019-11-29,117.31,119.5,116.46,117.14,117.14,332400
2019-11-30,117.54,119.64,116.87,117.62,117.62,466500
2019-12-01,117.78,119.79,117.29,118.1,118.1,600600
2019-12-02,118.01,119.93,117.7,118.58,118.58,734700
2019-12-03,117.73,122.87,116.23,122.37,122.37,806900
2019-12-04,122.0,123.91,119.75,121.98,121.98,763200
2019-12-05,121.66,125.59,121.64,124.23,124.23,980000
2019-12-06,124.34,125.72,123.17,123.76,123.76,888900
2019-12-07,124.41,125.33,122.13,122.74,122.74,767666
2019-12-08,124.48,124.94,121.09,121.73,121.73,646433
2019-12-09,124.55,124.55,120.05,120.71,120.71,525200
2019-12-10,120.11,123.49,118.91,121.84,121.84,696900
2019-12-11,120.98,122.33,117.79,118.79,118.79,522800
2019-12-12,118.17,121.25,117.34,120.61,120.61,471800
2019-12-13,120.5,121.53,117.05,117.74,117.74,469600
2019-12-14,119.88,121.89,117.5,118.53,118.53,575100
2019-12-15,119.26,122.25,117.96,119.33,119.33,680600
2019-12-16,118.64,122.61,118.41,120.12,120.12,786100
2019-12-17,123.7,125.0,115.45,116.55,116.55,1368600
2019-12-18,117.27,117.89,114.77,115.34,115.34,987100
2019-12-19,116.1,118.0,113.63,117.85,117.85,1085200
2019-12-20,117.88,117.88,115.0,115.93,115.93,946100
2019-12-21,117.17,117.95,115.0,116.4,116.4,800000
2019-12-22,116.45,118.03,115.0,116.86,116.86,653900
2019-12-23,115.74,118.1,115.0,117.33,117.33,507800
2019-12-24,117.08,117.81,115.96,117.69,117.69,190800
2019-12-25,117.54,118.09,116.51,117.73,117.73,187900
2019-12-26,118.0,118.37,117.06,117.77,117.77,185000
2019-12-27,118.3,118.3,116.11,117.54,117.54,326600
2019-12-28,117.81,118.14,115.42,116.59,116.59,331000
2019-12-29,117.32,117.98,114.74,115.64,115.64,335400
2019-12-30,116.83,117.82,114.05,114.69,114.69,339800
2019-12-31,114.0,116.8,113.5,115.17,115.17,368700
2020-01-01,114.78,117.2,113.76,115.4,115.4,481100
2020-01-02,115.57,117.6,114.01,115.62,115.62,593500
2020-01-03,114.23,116.93,113.85,115.68,115.68,426000
2020-01-04,114.54,116.94,113.93,115.78,115.78,506866
2020-01-05,114.84,116.95,114.02,115.87,115.87,587733
2020-01-06,115.15,116.96,114.1,115.97,115.97,668600
2020-01-07,115.97,117.02,114.56,115.29,115.29,392300
2020-01-08,115.41,116.38,114.65,115.47,115.47,554400
2020-01-09,116.0,120.97,116.0,118.06,118.06,604100
2020-01-10,118.35,120.57,117.66,119.25,119.25,647100
2020-01-11,118.23,119.88,115.93,117.72,117.72,724266
2020-01-12,118.12,119.18,114.21,116.18,116.18,801433
2020-01-13,118.0,118.49,112.48,114.65,114.65,878600
2020-01-14,113.4,118.53,111.53,118.44,118.44,836900
2020-01-15,119.23,122.42,117.35,118.09,118.09,694200
2020-01-16,118.97,119.96,117.48,119.34,119.34,522800
2020-01-17,119.01,119.46,116.16,118.82,118.82,860400
2020-01-18,118.86,119.96,116.4,118.61,118.61,809450
2020-01-19,118.71,120.46,116.63,118.4,118.4,758500
2020-01-20,118.56,120.97,116.86,118.19,118.19,707550
2020-01-21,118.41,121.47,117.1,117.98,117.98,656600
2020-01-22,118.44,120.57,114.68,115.63,115.63,663500
2020-01-23,115.24,118.79,112.73,117.96,117.96,704600
2020-01-24,118.11,120.78,118.01,120.0,120.0,894600
2020-01-25,117.91,120.64,116.98,119.01,119.01,891066
2020-01-26,117.71,120.51,115.94,118.02,118.02,887533
2020-01-27,117.51,120.37,114.91,117.03,117.03,884000
2020-01-28,117.97,118.48,113.84,114.72,114.72,644700
2020-01-29,114.71,119.25,114.32,117.93,117.93,517200
2020-01-30,116.72,118.0,114.56,115.45,115.45,392800
2020-01-31,114.74,116.03,113.51,114.79,114.79,484600
2020-02-01,115.13,116.54,113.75,114.75,114.75,491600
2020-02-02,115.53,117.05,114.0,114.7,114.7,498600
2020-02-03,115.92,117.56,114.24,114.66,114.66,505600
2020-02-04,116.62,120.62,115.96,119.96,119.96,734100
2020-02-05,120.99,123.64,120.67,121.59,121.59,806400
2020-02-06,115.69,125.73,115.69,121.96,121.96,1090300
2020-02-07,122.0,128.23,120.26,125.48,125.48,852300
2020-02-08,122.92,129.82,121.6,127.49,127.49,1067066
2020-02-09,123.83,131.41,122.93,129.49,129.49,1281833
2020-02-10,124.75,133.0,124.27,131.5,131.5,1496600
2020-02-11,130.46,133.11,128.63,129.54,129.54,873000
2020-02-12,129.51,134.51,128.7,133.99,133.99,897100
2020-02-13,133.98,134.33,129.85,130.1,130.1,416500
2020-02-14,130.05,130.83,127.41,128.7,128.7,399000
2020-02-15,129.81,130.63,126.85,128.69,128.69,486775
2020-02-16,129.58,130.43,126.29,128.69,128.69,574550
2020-02-17,129.34,130.23,125.73,128.68,128.68,662325
2020-02-18,129.1,130.03,125.17,128.68,128.68,750100
2020-02-19,128.83,131.65,128.65,129.0,129.0,326300
2020-02-20,129.19,133.61,128.0,133.12,133.12,714900
2020-02-21,133.12,133.48,129.75,131.03,131.03,429200
2020-02-22,130.58,130.82,127.02,128.12,128.12,535166
2020-02-23,128.04,128.16,124.29,125.2,125.2,641133
2020-02-24,125.5,125.5,121.56,122.29,122.29,747100
2020-02-25,123.22,124.26,118.14,119.29,119.29,550900
2020-02-26,119.93,120.51,115.57,118.05,118.05,537900
2020-02-27,114.83,117.72,110.53,112.49,112.49,949200
2020-02-28,106.28,118.56,106.28,117.66,117.66,1107000
2020-02-29,110.48,118.85,107.86,116.7,116.7,1082200
2020-03-01,114.69,119.13,109.43,115.74,115.74,1057400
2020-03-02,118.89,119.42,111.01,114.78,114.78,1032600
2020-03-03,115.82,116.08,108.96,111.42,111.42,569800
2020-03-04,114.09,118.0,113.44,117.24,117.24,699900
2020-03-05,114.58,118.74,114.58,116.91,116.91,582800
2020-03-06,114.14,115.48,110.35,113.39,113.39,613700
2020-03-07,111.67,114.12,108.93,112.25,112.25,713966
2020-03-08,109.19,112.76,107.5,111.1,111.1,814233
2020-03-09,106.72,111.4,106.08,109.96,109.96,914500
2020-03-10,112.8,114.16,103.95,109.39,109.39,970500
2020-03-11,106.96,107.62,99.92,101.89,101.89,766400
2020-03-12,94.87,100.7,90.0,93.12,93.12,912500
2020-03-13,97.02,102.46,84.97,101.57,101.57,1077100
2020-03-14,104.28,113.06,86.83,100.48,100.48,1461100
2020-03-15,111.55,123.66,88.69,99.39,99.39,1845100
2020-03-16,118.81,134.26,90.55,98.3,98.3,2229100
2020-03-17,100.02,108.93,99.03,103.0,103.0,1498300
2020-03-18,97.95,104.94,92.6,103.74,103.74,1062800
2020-03-19,104.69,115.0,103.05,105.97,105.97,917400
2020-03-20,105.73,112.73,100.16,103.85,103.85,1279300
2020-03-21,105.98,110.65,98.36,102.25,102.25,1121033
2020-03-22,106.24,108.57,96.55,100.66,100.66,962766
2020-03-23,106.49,106.49,94.75,99.06,99.06,804500
2020-03-24,103.08,104.63,97.14,99.94,99.94,827200
2020-03-25,101.37,102.99,95.5,98.78,98.78,855400
2020-03-26,98.02,108.0,98.02,107.21,107.21,894100
2020-03-27,105.02,106.83,98.62,104.2,104.2,719900
2020-03-28,105.11,107.67,100.58,105.74,105.74,684000
2020-03-29,105.21,108.5,102.53,107.29,107.29,648100
2020-03-30,105.3,109.34,104.49,108.83,108.83,612200
2020-03-31,108.56,111.87,105.9,108.85,108.85,1156600
2020-04-01,105.14,109.41,103.69,104.54,104.54,742700
2020-04-02,103.57,108.41,98.01,104.21,104.21,805000
2020-04-03,101.45,105.98,100.02,105.82,105.82,501400
2020-04-04,103.71,108.07,102.57,107.93,107.93,592333
2020-04-05,105.98,110.16,105.12,110.03,110.03,683266
2020-04-06,108.24,112.25,107.67,112.14,112.14,774200
2020-04-07,114.96,116.49,108.99,109.52,109.52,773500
2020-04-08,104.75,114.34,103.65,111.39,111.39,737400
2020-04-09,110.74,117.1,110.74,116.38,116.38,572000
2020-04-10,113.05,117.84,111.63,117.04,117.04,732750
2020-04-11,115.37,118.58,112.52,117.69,117.69,893500
2020-04-12,117.68,119.31,113.41,118.35,118.35,1054250
2020-04-13,120.0,120.05,114.3,119.01,119.01,1215000
2020-04-14,121.14,124.2,119.67,120.72,120.72,822800
2020-04-15,117.73,124.48,116.94,121.5,121.5,451000
2020-04-16,123.32,128.97,120.25,127.72,127.72,894800
2020-04-17,131.74,138.7,130.25,138.48,138.48,1386300
2020-04-18,133.37,141.16,132.0,140.61,140.61,1414066
2020-04-19,134.99,143.62,133.74,142.74,142.74,1441833
2020-04-20,136.62,146.08,135.49,144.87,144.87,1469600
2020-04-21,144.5,146.56,135.17,137.85,137.85,1203400
2020-04-22,140.0,141.74,137.72,140.11,140.11,383300
2020-04-23,139.82,144.41,139.82,141.64,141.64,1092000
2020-04-24,143.75,147.0,141.79,145.63,145.63,696400
2020-04-25,144.93,147.14,141.95,144.65,144.65,626700
2020-04-26,146.1,147.27,142.1,143.68,143.68,557000
2020-04-27,147.28,147.41,142.26,142.7,142.7,487300
2020-04-28,142.43,142.89,136.64,137.5,137.5,626600
2020-04-29,140.01,141.76,132.91,135.81,135.81,651200
2020-04-30,136.27,138.33,131.57,131.7,131.7,679200
2020-05-01,130.45,131.37,124.95,128.97,128.97,525700
2020-05-02,130.48,133.17,126.31,131.52,131.52,658200
2020-05-03,130.51,134.97,127.66,134.08,134.08,790700
2020-05-04,130.54,136.77,129.02,136.63,136.63,923200
2020-05-05,137.53,143.18,137.05,141.23,141.23,735600
2020-05-06,141.24,151.84,137.49,145.27,145.27,2229300
2020-05-07,144.14,145.71,139.78,141.45,141.45,1048200
2020-05-08,142.58,143.12,135.86,136.13,136.13,708200
2020-05-09,140.62,143.48,135.71,138.23,138.23,771900
2020-05-10,138.67,143.84,135.57,140.33,140.33,835600
2020-05-11,136.71,144.2,135.42,142.43,142.43,899300
2020-05-12,143.18,149.24,140.04,144.19,144.19,835300
2020-05-13,144.96,146.54,137.94,139.46,139.46,857800
2020-05-14,134.63,138.0,133.42,136.2,136.2,935100
2020-05-15,136.52,139.6,135.31,139.28,139.28,762600
2020-05-16,138.89,141.67,137.3,141.14,141.14,714166
2020-05-17,141.27,143.75,139.3,143.01,143.01,665733
2020-05-18,143.64,145.82,141.29,144.87,144.87,617300
2020-05-19,145.24,146.77,142.18,142.41,142.41,484800
2020-05-20,143.78,145.08,141.26,143.45,143.45,737500
2020-05-21,142.78,144.22,140.44,141.86,141.86,669100
2020-05-22,141.61,142.35,138.21,140.52,140.52,776000
2020-05-23,141.47,142.89,137.61,139.5,139.5,783525
2020-05-24,141.33,143.43,137.01,138.47,138.47,791050
2020-05-25,141.2,143.96,136.4,137.45,137.45,798575
2020-05-26,141.06,144.5,135.8,136.43,136.43,806100
2020-05-27,134.14,134.14,126.24,133.35,133.35,856900
2020-05-28,135.26,136.14,132.47,133.1,133.1,579400
2020-05-29,134.59,135.32,129.56,135.27,135.27,869800
2020-05-30,134.77,135.76,130.15,134.7,134.7,766600
2020-05-31,134.94,136.19,130.74,134.14,134.14,663400
2020-06-01,135.12,136.63,131.33,133.57,133.57,560200
2020-06-02,133.64,139.19,130.68,138.82,138.82,705200
2020-06-03,138.81,138.81,134.02,137.25,137.25,563700
2020-06-04,137.06,139.03,131.11,131.9,131.9,623500
